,True_uninfected
2319,C168P129ThinF_IMG_20151118_160845_cell_40.png
2320,C109P70ThinF_IMG_20150930_103645_cell_167.png
2321,C50P11thinF_IMG_20150724_114951_cell_64.png
2322,C167P128ReThinF_IMG_20151201_105102_cell_132.png
2323,C56P17thinF_IMG_20150728_153328_cell_72.png
2324,C71P32_ThinF_IMG_20150813_161634_cell_225.png
2325,C141P102ThinF_IMG_20151005_214338_cell_23.png
2326,C53P14thinF_IMG_20150726_114606_cell_63.png
2327,C78P39ThinF_IMG_20150606_103459_cell_11.png
2328,C148P109ThinF_IMG_20151115_112333_cell_232.png
2329,C168P129ThinF_IMG_20151118_155802_cell_50.png
2330,C94P55ThinF_IMG_20150821_165118_cell_13.png
2331,C235ThinF_IMG_20151112_164834_cell_194.png
2332,C212ThinF_IMG_20151106_110411_cell_15.png
2333,C89P50ThinF_IMG_20150820_162504_cell_67.png
2334,C57P18thinF_IMG_20150729_104027_cell_192.png
2335,C142P103ThinF_IMG_20151005_221115_cell_95.png
2336,C240ThinF_IMG_20151127_115545_cell_6.png
2337,C75P36_ThinF_IMG_20150815_163742_cell_111.png
2338,C146P107ThinF_IMG_20151018_140342_cell_63.png
2339,C140P101ThinF_IMG_20151005_205406_cell_8.png
2340,C86P47ThinF_IMG_20150820_124259_cell_210.png
2341,C48P9thinF_IMG_20150721_161243_cell_126.png
2342,C55P16thinF_IMG_20150728_123154_cell_29.png
2343,C166P127ThinF_IMG_20151117_194410_cell_52.png
2344,C236ThinF_IMG_20151127_102635_cell_143.png
2345,C12NThinF_IMG_20150614_124301_cell_167.png
2346,C3thin_original_IMG_20150608_162922_cell_22.png
2347,C157P118ThinF_IMG_20151115_163759_cell_46.png
2348,C61P22N_ThinF_IMG_20150818_112518_cell_11.png
2349,C138P99ThinF_IMG_20151005_173453_cell_92.png
2350,C179P140ThinF_IMG_20151127_153852_cell_1.png
2351,C219ThinF_IMG_20151106_150314_cell_178.png
2352,C6NThinF_IMG_20150609_122725_cell_160.png
2353,C184P145ThinF_IMG_20151203_103326_cell_49.png
2354,C213ThinF_IMG_20151106_112759_cell_160.png
2355,C82P43ThinF_IMG_20150817_123500_cell_191.png
2356,C202ThinF_IMG_20151015_151736_cell_145.png
2357,C183P144NThinF_IMG_20151201_224458_cell_12.png
2358,C72P33_ThinF_IMG_20150815_104843_cell_145.png
2359,C54P15thinF_IMG_20150728_102017_cell_11.png
2360,C90P51ThinF_IMG_20150821_115846_cell_59.png
2361,C140P101ThinF_IMG_20151005_210309_cell_100.png
2362,C147P108ThinF_IMG_20151115_101317_cell_106.png
2363,C59P20thinF_IMG_20150803_112802_cell_45.png
2364,C82P43ThinF_IMG_20150817_123500_cell_196.png
2365,C187P148NThinF_IMG_20151203_152841_cell_44.png
2366,C171P132ThinF_IMG_20151119_153851_cell_170.png
2367,C88P49ThinF_IMG_20150820_153042_cell_146.png
2368,C163P124ThinF_IMG_20151116_111925_cell_97.png
2369,C52P13thinF_IMG_20150725_124606_cell_110.png
2370,C13NThinF_IMG_20150614_131417_cell_153.png
2371,C114P75ThinF_IMG_20150930_150833_cell_63.png
2372,C49P10thinF_IMG_20150724_103233_cell_18.png
2373,C219ThinF_IMG_20151106_150135_cell_109.png
2374,C153P114ThinF_IMG_20151115_140242_cell_238.png
2375,C85P46ThinF_IMG_20150820_105301_cell_127.png
2376,C159P120ThinF_IMG_20151115_190812_cell_218.png
2377,C114P75ThinF_IMG_20150930_151150_cell_24.png
2378,C54P15thinF_IMG_20150728_112832_cell_21.png
2379,C167P128ReThinF_IMG_20151201_110011_cell_6.png
2380,C153P114ThinF_IMG_20151115_135832_cell_89.png
2381,C236ThinF_IMG_20151127_102115_cell_140.png
2382,C64P25N_ThinF_IMG_20150818_153401_cell_171.png
2383,C134P95ThinF_IMG_20151005_121656_cell_75.png
2384,C122P83ThinF_IMG_20151002_144341_cell_60.png
2385,C177P138NThinF_IMG_20151201_142942_cell_29.png
2386,C225ThinF_IMG_20151112_113915_cell_136.png
2387,C216ThinF_IMG_20151106_134931_cell_18.png
2388,C117P78ThinF_IMG_20150930_214629_cell_45.png
2389,C240ThinF_IMG_20151127_115328_cell_16.png
2390,C57P18thinF_IMG_20150729_110134_cell_144.png
2391,C88P49ThinF_IMG_20150820_153042_cell_46.png
2392,C72P33_ThinF_IMG_20150815_104843_cell_71.png
2393,C64P25N_ThinF_IMG_20150818_153401_cell_103.png
2394,C209ThinF_IMG_20151029_160927_cell_89.png
2395,C51AP12thinF_IMG_20150724_161126_cell_1.png
2396,C163P124ThinF_IMG_20151116_111925_cell_51.png
2397,C241NThinF_IMG_20151207_124115_cell_138.png
2398,C181P142ThinF_IMG_20151127_160616_cell_14.png
2399,C139P100ThinF_IMG_20151005_182527_cell_93.png
2400,C58P19thinF_IMG_20150802_123134_cell_44.png
2401,C216ThinF_IMG_20151106_135337_cell_62.png
2402,C217ThinF_IMG_20151106_141326_cell_248.png
2403,C204ThinF_IMG_20151029_110834_cell_75.png
2404,C127P88ThinF_IMG_20151004_112301_cell_52.png
2405,C203ThinF_IMG_20151029_110105_cell_157.png
2406,C38P3thinF_original_IMG_20150621_112116_cell_189.png
2407,C227ThinF_IMG_20151112_135158_cell_124.png
2408,C7NthinF_IMG_20150611_104609_cell_80.png
2409,C89P50ThinF_IMG_20150820_162504_cell_45.png
2410,C64P25N_ThinF_IMG_20150818_152921_cell_139.png
2411,C104P65ThinF_IMG_20150918_172639_cell_120.png
2412,C161P122ThinF_IMG_20151116_101210_cell_91.png
2413,C54P15thinF_IMG_20150728_113006_cell_176.png
2414,C159P120ThinF_IMG_20151115_185541_cell_41.png
2415,C73P34_ThinF_IMG_20150815_111302_cell_6.png
2416,C12NThinF_IMG_20150614_124244_cell_138.png
2417,C33P1thinF_IMG_20150619_120804a_cell_65.png
2418,C138P99ThinF_IMG_20151005_172849_cell_12.png
2419,C74P35_ThinF_IMG_20150815_114401_cell_40.png
2420,C152P113ThinF_IMG_20151115_124853_cell_37.png
2421,C224ThinF_IMG_20151112_112334_cell_23.png
2422,C96P57ThinF_IMG_20150824_105213_cell_69.png
2423,C223ThinF_IMG_20151112_104118_cell_116.png
2424,C188P149ThinF_IMG_20151203_134209_cell_166.png
2425,C163P124ThinF_IMG_20151116_110818_cell_180.png
2426,C47P8thin_Original_Motic_IMG_20150714_093600_cell_25.png
2427,C39P4thinF_original_IMG_20150622_111206_cell_41.png
2428,C71P32_ThinF_IMG_20150813_162016_cell_72.png
2429,C180P141NThinF_IMG_20151201_165528_cell_81.png
2430,C85P46ThinF_IMG_20150820_105748_cell_79.png
2431,C153P114ThinF_IMG_20151115_135911_cell_97.png
2432,C205ThinF_IMG_20151106_151622_cell_23.png
2433,C118P79ThinF_IMG_20151002_105125_cell_62.png
2434,C158P119ThinF_IMG_20151115_181558_cell_144.png
2435,C114P75ThinF_IMG_20150930_150145_cell_154.png
2436,C52P13thinF_IMG_20150725_125213_cell_130.png
2437,C203ThinF_IMG_20151029_102123_cell_128.png
2438,C59P20thinF_IMG_20150803_113051_cell_130.png
2439,C160P121ThinF_IMG_20151116_092925_cell_35.png
2440,C167P128ReThinF_IMG_20151201_105707_cell_4.png
2441,C112P73ThinF_IMG_20150930_131753_cell_32.png
2442,C179P140ThinF_IMG_20151127_153852_cell_10.png
2443,C6NThinF_IMG_20150609_122725_cell_45.png
2444,C51AP12thinF_IMG_20150724_155947_cell_16.png
2445,C165P126ThinF_IMG_20151117_171646_cell_56.png
2446,C106P67ThinF_IMG_20150924_103245_cell_26.png
2447,C162P123ThinF_IMG_20151116_102751_cell_123.png
2448,C68P29N_ThinF_IMG_20150819_133447_cell_22.png
2449,C38P3thinF_original_IMG_20150621_112043_cell_151.png
2450,C216ThinF_IMG_20151106_135653_cell_199.png
2451,C178P139NThinF_IMG_20151201_154524_cell_132.png
2452,C74P35_ThinF_IMG_20150815_114555_cell_37.png
2453,C202ThinF_IMG_20151015_152701_cell_56.png
2454,C174P135NThinF_IMG_20151127_135435_cell_143.png
2455,C160P121ThinF_IMG_20151116_092925_cell_19.png
2456,C37BP2_thinF_IMG_20150620_133111a_cell_59.png
2457,C145P106ThinF_IMG_20151016_154844_cell_66.png
2458,C95P56ThinF_IMG_20150821_171751_cell_35.png
2459,C58P19thinF_IMG_20150802_122846_cell_136.png
2460,C92P53ThinF_IMG_20150821_151224_cell_123.png
2461,C53P14thinF_IMG_20150726_114439_cell_99.png
2462,C135P96ThinF_IMG_20151005_124444_cell_27.png
2463,C124P85ThinF_IMG_20151002_154502_cell_42.png
2464,C122P83ThinF_IMG_20151002_145918_cell_106.png
2465,C216ThinF_IMG_20151106_134733_cell_201.png
2466,C145P106ThinF_IMG_20151016_155121_cell_145.png
2467,C228ThinF_IMG_20151112_142900_cell_202.png
2468,C185P146ThinF_IMG_20151203_111121_cell_176.png
2469,C241NThinF_IMG_20151207_124358_cell_73.png
2470,C51AP12thinF_IMG_20150724_155947_cell_28.png
2471,C33P1thinF_IMG_20150619_121229a_cell_120.png
2472,C224ThinF_IMG_20151112_112834_cell_12.png
2473,C111P72ThinF_IMG_20150930_112609_cell_107.png
2474,C181P142ThinF_IMG_20151127_160539_cell_120.png
2475,C50P11thinF_IMG_20150724_115603_cell_93.png
2476,C66P27N_ThinF_IMG_20150818_164008_cell_37.png
2477,C80P41ThinF_IMG_20150817_110834_cell_42.png
2478,C100P61ThinF_IMG_20150918_144823_cell_139.png
2479,C221ThinF_IMG_20151106_160022_cell_201.png
2480,C64P25N_ThinF_IMG_20150818_152337_cell_31.png
2481,C236ThinF_IMG_20151127_102546_cell_32.png
2482,C206ThinF_IMG_20151029_141047_cell_66.png
2483,C13NThinF_IMG_20150614_131617_cell_22.png
2484,C97P58ThinF_IMG_20150917_151551_cell_142.png
2485,C126P87ThinF_IMG_20151004_104813_cell_123.png
2486,C83P44ThinF_IMG_20150817_134331_cell_114.png
2487,C72P33_ThinF_IMG_20150815_105823_cell_175.png
2488,C46P7ThinF_IMG_20151130_210938_cell_122.png
2489,C99P60ThinF_IMG_20150918_141001_cell_26.png
2490,C241NThinF_IMG_20151207_124208_cell_7.png
2491,C141P102ThinF_IMG_20151005_214033_cell_9.png
2492,C77P38ThinF_IMG_20150602_142303_cell_114.png
2493,C188P149ThinF_IMG_20151203_135433_cell_52.png
2494,C126P87ThinF_IMG_20151004_104623_cell_75.png
2495,C79P40ThinF_IMG_20150817_104745_cell_49.png
2496,C113P74ThinF_IMG_20150930_134355_cell_16.png
2497,C182P143NThinF_IMG_20151201_172057_cell_107.png
2498,C98P59ThinF_IMG_20150917_154452_cell_108.png
2499,C177P138NThinF_IMG_20151201_143546_cell_94.png
2500,C66P27N_ThinF_IMG_20150818_164754_cell_86.png
2501,C129P90ThinF_IMG_20151004_134520_cell_22.png
2502,C162P123ThinF_IMG_20151116_104736_cell_63.png
2503,C51AP12thinF_IMG_20150724_155557_cell_14.png
2504,C207ThinF_IMG_20151029_143952_cell_229.png
2505,C47P8thin_Original_Motic_IMG_20150714_093947_cell_146.png
2506,C217ThinF_IMG_20151106_141135_cell_45.png
2507,C55P16thinF_IMG_20150728_123237_cell_74.png
2508,C172P133ThinF_IMG_20151119_155156_cell_89.png
2509,C129P90ThinF_IMG_20151004_133329_cell_81.png
2510,C157P118ThinF_IMG_20151115_163759_cell_41.png
2511,C179P140ThinF_IMG_20151127_153521_cell_69.png
2512,C99P60ThinF_IMG_20150918_142128_cell_52.png
2513,C240ThinF_IMG_20151127_115247_cell_151.png
2514,C223ThinF_IMG_20151112_104410_cell_156.png
2515,C53P14thinF_IMG_20150726_114606_cell_115.png
2516,C75P36_ThinF_IMG_20150815_163059_cell_1.png
2517,C82P43ThinF_IMG_20150817_123500_cell_96.png
2518,C4thin_original_IMG_20150608_165620_cell_204.png
2519,C121P82ThinF_IMG_20151002_134953_cell_28.png
2520,C140P101ThinF_IMG_20151005_210026_cell_43.png
2521,C204ThinF_IMG_20151029_110627_cell_280.png
2522,C165P126ThinF_IMG_20151117_164432_cell_176.png
2523,C168P129ThinF_IMG_20151118_160516_cell_122.png
2524,C103P64ThinF_IMG_20150918_165510_cell_130.png
2525,C233ThinF_IMG_20151112_160635_cell_62.png
2526,C47P8thin_Original_Motic_IMG_20150714_093512_cell_129.png
2527,C217ThinF_IMG_20151106_141326_cell_109.png
2528,C53P14thinF_IMG_20150726_114439_cell_25.png
2529,C47P8thin_Original_Motic_IMG_20150714_093512_cell_161.png
2530,C110P71ThinF_IMG_20150930_105559_cell_97.png
2531,C229ThinF_IMG_20151112_144147_cell_167.png
2532,C113P74ThinF_IMG_20150930_140646_cell_96.png
2533,C213ThinF_IMG_20151106_112603_cell_227.png
2534,C135P96ThinF_IMG_20151005_123857_cell_22.png
2535,C116P77ThinF_IMG_20150930_171844_cell_34.png
2536,C186P147NThinF_IMG_20151203_150859_cell_54.png
2537,C213ThinF_IMG_20151106_112422_cell_60.png
2538,C151P112ThinF_IMG_20151115_121843_cell_113.png
2539,C236ThinF_IMG_20151127_102546_cell_169.png
2540,C4thin_original_IMG_20150608_165620_cell_161.png
2541,C185P146ThinF_IMG_20151203_110344_cell_151.png
2542,C79P40ThinF_IMG_20150817_103901_cell_107.png
2543,C219ThinF_IMG_20151106_145856_cell_49.png
2544,C2NThinF_IMG_20150604_114751_cell_106.png
2545,C156P117ThinF_IMG_20151115_155104_cell_254.png
2546,C95P56ThinF_IMG_20150821_172319_cell_7.png
2547,C237ThinF_IMG_20151127_104844_cell_245.png
2548,C152P113ThinF_IMG_20151115_124853_cell_16.png
2549,C84P45ThinF_IMG_20150818_101056_cell_9.png
2550,C186P147NThinF_IMG_20151203_150322_cell_127.png
2551,C231ThinF_IMG_20151112_152234_cell_126.png
2552,C61P22N_ThinF_IMG_20150818_112704_cell_210.png
2553,C154P115ThinF_IMG_20151115_141336_cell_165.png
2554,C189P150ThinF_IMG_20151203_141406_cell_4.png
2555,C80P41ThinF_IMG_20150817_111246_cell_41.png
2556,C217ThinF_IMG_20151106_142147_cell_249.png
2557,C7NthinF_IMG_20150611_104510_cell_165.png
2558,C67P28N_ThinF_IMG_20150819_133000_cell_61.png
2559,C117P78ThinF_IMG_20150930_214629_cell_1.png
2560,C170P131ThinF_IMG_20151119_120233_cell_174.png
2561,C47P8thinOriginalOlympusCX21_IMG_20150717_173515_cell_106.png
2562,C130P91ThinF_IMG_20151004_142109_cell_88.png
2563,C203ThinF_IMG_20151029_105443_cell_249.png
2564,C119P80ThinF_IMG_20151002_124304_cell_138.png
2565,C109P70ThinF_IMG_20150930_103811_cell_37.png
2566,C33P1thinF_IMG_20150619_115740a_cell_132.png
2567,C214ThinF_IMG_20151106_131748_cell_91.png
2568,C168P129ThinF_IMG_20151118_153739_cell_92.png
2569,C151P112ThinF_IMG_20151115_121644_cell_10.png
2570,C150P111ThinF_IMG_20151115_120029_cell_160.png
2571,C122P83ThinF_IMG_20151002_145330_cell_136.png
2572,C180P141NThinF_IMG_20151201_165601_cell_147.png
2573,C115P76ThinF_IMG_20150930_163156_cell_229.png
2574,C227ThinF_IMG_20151112_135509_cell_182.png
2575,C144P105ThinF_IMG_20151015_155149_cell_72.png
2576,C176P137NThinF_IMG_20151201_120845_cell_78.png
2577,C113P74ThinF_IMG_20150930_134614_cell_81.png
2578,C237ThinF_IMG_20151127_104748_cell_178.png
2579,C226ThinF_IMG_20151112_131546_cell_166.png
2580,C127P88ThinF_IMG_20151004_112126_cell_66.png
2581,C226ThinF_IMG_20151112_131731_cell_74.png
2582,C89P50ThinF_IMG_20150820_163728_cell_47.png
2583,C117P78ThinF_IMG_20150930_222228_cell_40.png
2584,C227ThinF_IMG_20151112_135308_cell_78.png
2585,C145P106ThinF_IMG_20151016_154641_cell_40.png
2586,C100P61ThinF_IMG_20150918_144348_cell_40.png
2587,C221ThinF_IMG_20151106_160653_cell_10.png
2588,C85P46ThinF_IMG_20150820_110040_cell_40.png
2589,C64P25N_ThinF_IMG_20150818_153401_cell_133.png
2590,C79P40ThinF_IMG_20150817_103303_cell_56.png
2591,C81P42ThinF_IMG_20150817_121113_cell_53.png
2592,C57P18thinF_IMG_20150729_110134_cell_89.png
2593,C144P105ThinF_IMG_20151015_155004_cell_166.png
2594,C213ThinF_IMG_20151106_112422_cell_134.png
2595,C189P150ThinF_IMG_20151203_141809_cell_36.png
2596,C218ThinF_IMG_20151106_144001_cell_43.png
2597,C68P29N_ThinF_IMG_20150819_134326_cell_28.png
2598,C118P79ThinF_IMG_20151002_105346_cell_119.png
2599,C3thin_original_IMG_20150608_162835_cell_122.png
2600,C170P131ThinF_IMG_20151119_120233_cell_57.png
2601,C154P115ThinF_IMG_20151115_141543_cell_142.png
2602,C188P149ThinF_IMG_20151203_134319_cell_116.png
2603,C57P18thinF_IMG_20150729_104027_cell_56.png
2604,C147P108ThinF_IMG_20151115_092605_cell_59.png
2605,C117P78ThinF_IMG_20150930_214511_cell_48.png
2606,C228ThinF_IMG_20151112_142109_cell_127.png
2607,C58P19thinF_IMG_20150802_123134_cell_30.png
2608,C123P84ThinF_IMG_20151002_152330_cell_160.png
2609,C117P78ThinF_IMG_20150930_214941_cell_19.png
2610,C2NThinF_IMG_20150604_114631_cell_204.png
2611,C62P23N_ThinF_IMG_20150818_132811_cell_115.png
2612,C209ThinF_IMG_20151029_160857_cell_81.png
2613,C42P5thin_original_IMG_20150623_134547_cell_155.png
2614,C69P30N_ThinF_IMG_20150819_135613_cell_170.png
2615,C5NThinF_IMG_20150609_122227_cell_96.png
2616,C85P46ThinF_IMG_20150820_110040_cell_128.png
2617,C65P26N_ThinF_IMG_20150818_154436_cell_1.png
2618,C173P134NThinF_IMG_20151130_115339_cell_215.png
2619,C214ThinF_IMG_20151106_114611_cell_115.png
2620,C137P98ThinF_IMG_20151005_163218_cell_28.png
2621,C98P59ThinF_IMG_20150917_154235_cell_125.png
2622,C172P133ThinF_IMG_20151119_155156_cell_113.png
2623,C222ThinF_IMG_20151115_150925_cell_49.png
2624,C165P126ThinF_IMG_20151117_164432_cell_173.png
2625,C147P108ThinF_IMG_20151115_101317_cell_160.png
2626,C78P39ThinF_IMG_20150606_103413_cell_139.png
2627,C235ThinF_IMG_20151112_164834_cell_26.png
2628,C56P17thinF_IMG_20150728_160623_cell_3.png
2629,C62P23N_ThinF_IMG_20150818_133307_cell_141.png
2630,C45P6ThinF_IMG_20151130_155011_cell_144.png
2631,C94P55ThinF_IMG_20150821_170403_cell_4.png
2632,C143P104ThinF_IMG_20151005_225528_cell_138.png
2633,C66P27N_ThinF_IMG_20150818_164008_cell_30.png
2634,C215ThinF_IMG_20151106_133043_cell_202.png
2635,C174P135NThinF_IMG_20151127_135554_cell_22.png
2636,C160P121ThinF_IMG_20151116_094338_cell_125.png
2637,C92P53ThinF_IMG_20150821_151722_cell_19.png
2638,C232ThinF_IMG_20151112_154345_cell_179.png
2639,C136P97ThinF_IMG_20151005_143329_cell_9.png
2640,C91P52ThinF_IMG_20150821_124937_cell_167.png
2641,C225ThinF_IMG_20151112_113803_cell_276.png
2642,C5NThinF_IMG_20150609_122108_cell_10.png
2643,C37BP2_thinF_IMG_20150620_133111a_cell_46.png
2644,C140P101ThinF_IMG_20151005_205922_cell_54.png
2645,C222ThinF_IMG_20151115_150925_cell_48.png
2646,C56P17thinF_IMG_20150728_160256_cell_99.png
2647,C59P20thinF_IMG_20150803_112802_cell_23.png
2648,C153P114ThinF_IMG_20151115_135832_cell_268.png
2649,C183P144NThinF_IMG_20151201_222917_cell_66.png
2650,C37BP2_thinF_IMG_20150620_133111a_cell_81.png
2651,C90P51ThinF_IMG_20150821_115846_cell_62.png
2652,C93P54ThinF_IMG_20150821_162641_cell_198.png
2653,C175P136NThinF_IMG_20151127_141253_cell_140.png
2654,C64P25N_ThinF_IMG_20150818_152613_cell_43.png
2655,C168P129ThinF_IMG_20151118_161940_cell_110.png
2656,C47P8thin_Original_Motic_IMG_20150714_093715_cell_108.png
2657,C131P92ThinF_IMG_20151004_145410_cell_81.png
2658,C72P33_ThinF_IMG_20150815_105823_cell_23.png
2659,C100P61ThinF_IMG_20150918_145609_cell_99.png
2660,C143P104ThinF_IMG_20151005_225528_cell_144.png
2661,C112P73ThinF_IMG_20150930_131659_cell_94.png
2662,C58P19thinF_IMG_20150802_122520_cell_149.png
2663,C213ThinF_IMG_20151106_112853_cell_139.png
2664,C204ThinF_IMG_20151029_112231_cell_175.png
2665,C231ThinF_IMG_20151112_153246_cell_163.png
2666,C71P32_ThinF_IMG_20150813_163655_cell_49.png
2667,C59P20thinF_IMG_20150803_112802_cell_130.png
2668,C47P8thin_Original_Motic_IMG_20150714_094054_cell_164.png
2669,C102P63ThinF_IMG_20150918_162155_cell_76.png
2670,C229ThinF_IMG_20151112_144613_cell_56.png
2671,C166P127ThinF_IMG_20151117_194932_cell_29.png
2672,C2NThinF_IMG_20150604_115238_cell_115.png
2673,C146P107ThinF_IMG_20151018_134554_cell_163.png
2674,C212ThinF_IMG_20151106_110230_cell_68.png
2675,C107P68ThinF_IMG_20150924_222233_cell_30.png
2676,C221ThinF_IMG_20151106_160304_cell_212.png
2677,C210ThinF_IMG_20151029_162834_cell_158.png
2678,C105P66ThinF_IMG_20150924_095913_cell_91.png
2679,C214ThinF_IMG_20151106_114611_cell_166.png
2680,C163P124ThinF_IMG_20151116_111925_cell_84.png
2681,C161P122ThinF_IMG_20151116_100959_cell_37.png
2682,C168P129ThinF_IMG_20151118_161940_cell_142.png
2683,C142P103ThinF_IMG_20151005_221931_cell_100.png
2684,C230ThinF_IMG_20151112_150730_cell_144.png
2685,C180P141NThinF_IMG_20151201_165601_cell_71.png
2686,C47P8thinOriginalOlympusCX21_IMG_20150717_174222_cell_21.png
2687,C227ThinF_IMG_20151112_135422_cell_221.png
2688,C122P83ThinF_IMG_20151002_145014_cell_80.png
2689,C175P136NThinF_IMG_20151127_142009_cell_193.png
2690,C75P36_ThinF_IMG_20150815_162935_cell_143.png
2691,C165P126ThinF_IMG_20151117_172859_cell_184.png
2692,C217ThinF_IMG_20151106_141326_cell_13.png
2693,C234ThinF_IMG_20151112_162940_cell_44.png
2694,C160P121ThinF_IMG_20151116_093629_cell_80.png
2695,C96P57ThinF_IMG_20150824_111748_cell_5.png
2696,C107P68ThinF_IMG_20150924_222630_cell_170.png
2697,C221ThinF_IMG_20151106_160653_cell_94.png
2698,C232ThinF_IMG_20151112_154251_cell_56.png
2699,C181P142ThinF_IMG_20151127_155914_cell_37.png
2700,C149P110ThinF_IMG_20151115_114629_cell_241.png
2701,C148P109ThinF_IMG_20151115_112445_cell_202.png
2702,C154P115ThinF_IMG_20151115_141407_cell_177.png
2703,C216ThinF_IMG_20151106_135653_cell_216.png
2704,C149P110ThinF_IMG_20151115_114555_cell_292.png
2705,C51AP12thinF_IMG_20150724_155046_cell_77.png
2706,C126P87ThinF_IMG_20151004_104623_cell_43.png
2707,C101P62ThinF_IMG_20150918_151335_cell_38.png
2708,C160P121ThinF_IMG_20151116_093748_cell_101.png
2709,C147P108ThinF_IMG_20151115_101317_cell_123.png
2710,C214ThinF_IMG_20151106_115440_cell_75.png
2711,C229ThinF_IMG_20151112_144534_cell_33.png
2712,C202ThinF_IMG_20151015_152333_cell_22.png
2713,C137P98ThinF_IMG_20151005_155704_cell_22.png
2714,C59P20thinF_IMG_20150803_111244_cell_72.png
2715,C240ThinF_IMG_20151127_115328_cell_200.png
2716,C110P71ThinF_IMG_20150930_105319_cell_103.png
2717,C33P1thinF_IMG_20150619_121411a_cell_43.png
2718,C186P147NThinF_IMG_20151203_150132_cell_78.png
2719,C97P58ThinF_IMG_20150917_145555_cell_149.png
2720,C91P52ThinF_IMG_20150821_123314_cell_54.png
2721,C84P45ThinF_IMG_20150818_101056_cell_15.png
2722,C154P115ThinF_IMG_20151115_141837_cell_34.png
2723,C180P141NThinF_IMG_20151201_165528_cell_21.png
2724,C52P13thinF_IMG_20150725_124606_cell_109.png
2725,C132P93ThinF_IMG_20151004_152353_cell_51.png
2726,C144P105ThinF_IMG_20151015_155149_cell_140.png
2727,C223ThinF_IMG_20151112_104410_cell_49.png
2728,C148P109ThinF_IMG_20151115_112253_cell_104.png
2729,C162P123ThinF_IMG_20151116_105019_cell_121.png
2730,C96P57ThinF_IMG_20150824_112132_cell_25.png
2731,C166P127ThinF_IMG_20151117_194147_cell_164.png
2732,C79P40ThinF_IMG_20150817_102823_cell_7.png
2733,C182P143NThinF_IMG_20151201_172524_cell_85.png
2734,C118P79ThinF_IMG_20151002_105125_cell_102.png
2735,C153P114ThinF_IMG_20151115_135832_cell_253.png
2736,C128P89ThinF_IMG_20151004_131632_cell_115.png
2737,C95P56ThinF_IMG_20150821_171242_cell_62.png
2738,C209ThinF_IMG_20151029_160721_cell_56.png
2739,C232ThinF_IMG_20151112_154211_cell_118.png
2740,C81P42ThinF_IMG_20150817_120351_cell_76.png
2741,C220ThinF_IMG_20151106_154510_cell_168.png
2742,C86P47ThinF_IMG_20150820_125057_cell_149.png
2743,C187P148NThinF_IMG_20151203_154503_cell_111.png
2744,C205ThinF_IMG_20151106_151622_cell_97.png
2745,C83P44ThinF_IMG_20150817_140045_cell_139.png
2746,C144P105ThinF_IMG_20151015_163432_cell_133.png
2747,C230ThinF_IMG_20151112_150647_cell_73.png
2748,C127P88ThinF_IMG_20151004_112126_cell_87.png
2749,C51AP12thinF_IMG_20150724_154243_cell_102.png
2750,C71P32_ThinF_IMG_20150813_162554_cell_103.png
2751,C121P82ThinF_IMG_20151002_133158_cell_26.png
2752,C45P6ThinF_IMG_20151130_155110_cell_175.png
2753,C225ThinF_IMG_20151112_113915_cell_12.png
2754,C55P16thinF_IMG_20150728_121350_cell_28.png
2755,C59P20thinF_IMG_20150803_111244_cell_119.png
2756,C235ThinF_IMG_20151112_165055_cell_237.png
2757,C54P15thinF_IMG_20150728_105949_cell_103.png
2758,C108P69ThinF_IMG_20150924_225004_cell_212.png
2759,C100P61ThinF_IMG_20150918_144104_cell_128.png
2760,C156P117ThinF_IMG_20151115_154313_cell_19.png
2761,C72P33_ThinF_IMG_20150815_104045_cell_118.png
2762,C105P66ThinF_IMG_20150924_095130_cell_23.png
2763,C76P37ThinF_IMG_20150815_173019_cell_141.png
2764,C207ThinF_IMG_20151029_143711_cell_157.png
2765,C148P109ThinF_IMG_20151115_112855_cell_39.png
2766,C156P117ThinF_IMG_20151115_153831_cell_134.png
2767,C146P107ThinF_IMG_20151018_135846_cell_176.png
2768,C165P126ThinF_IMG_20151117_172356_cell_129.png
2769,C188P149ThinF_IMG_20151203_134229_cell_52.png
2770,C202ThinF_IMG_20151015_152701_cell_104.png
2771,C99P60ThinF_IMG_20150918_141001_cell_66.png
2772,C90P51ThinF_IMG_20150821_120044_cell_1.png
2773,C53P14thinF_IMG_20150726_120600_cell_26.png
2774,C128P89ThinF_IMG_20151004_130549_cell_2.png
2775,C178P139NThinF_IMG_20151201_155012_cell_143.png
2776,C151P112ThinF_IMG_20151115_121725_cell_50.png
2777,C96P57ThinF_IMG_20150824_105531_cell_172.png
2778,C48P9thinF_IMG_20150721_160406_cell_35.png
2779,C73P34_ThinF_IMG_20150815_111114_cell_41.png
2780,C160P121ThinF_IMG_20151116_093748_cell_128.png
2781,C111P72ThinF_IMG_20150930_112609_cell_151.png
2782,C74P35_ThinF_IMG_20150815_114401_cell_80.png
2783,C97P58ThinF_IMG_20150917_151437_cell_29.png
2784,C227ThinF_IMG_20151112_135308_cell_58.png
2785,C86P47ThinF_IMG_20150820_125057_cell_212.png
2786,C164P125ThinF_IMG_20151116_115149_cell_118.png
2787,C99P60ThinF_IMG_20150918_142128_cell_3.png
2788,C110P71ThinF_IMG_20150930_110404_cell_8.png
2789,C111P72ThinF_IMG_20150930_112430_cell_60.png
